,Country,Region,Year,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
2450,Paraguay,South America,2006,29.3,158.8465,5.92,92,25.6,98,98,0.16,4049,7.1,0,1,71.9
2451,Syrian Arab Republic,Middle East,2002,21.4,120.151,0.9,80,27.0,86,84,0.13,1353,4.7,0,1,73.7
2452,Malta,European Union,2014,6.6,52.6155,7.14,90,27.1,99,99,0.08,23286,11.1,1,0,82.0
2453,Tonga,Oceania,2003,15.6,153.4715,1.79,85,31.4,98,90,0.17,4020,9.2,0,1,69.8
2454,Trinidad and Tobago,Central America and Caribbean,2003,27.0,188.848,5.44,76,26.2,91,91,0.4,13552,9.5,0,1,70.2
2455,Argentina,South America,2008,15.3,126.9785,8.42,90,26.9,94,93,0.15,13311,8.9,0,1,75.0
2456,Finland,European Union,2010,3.0,87.05,9.72,88,26.0,99,99,0.08,43564,12.3,1,0,79.9
2457,Spain,European Union,2005,4.7,75.851,11.92,96,26.2,96,96,0.09,26146,8.9,1,0,80.2
2458,United Kingdom,Rest of Europe,2000,6.5,88.0225,10.82,88,26.3,91,91,0.08,39229,11.7,1,0,77.7
2459,Luxembourg,European Union,2013,2.8,66.6085,11.25,94,26.2,99,99,0.1,105339,11.8,1,0,81.8
2460,Madagascar,Africa,2013,62.7,227.7835,0.85,74,21.2,72,74,0.2,463,6.1,0,1,64.7
2461,Mongolia,Asia,2007,34.1,245.3935,9.12,98,25.0,99,95,0.02,2411,8.9,0,1,66.0
2462,Australia,Oceania,2004,5.8,67.92,9.84,95,26.6,92,92,0.05,49439,11.8,1,0,80.5
2463,Cabo Verde,Africa,2007,27.8,135.8385,5.4,96,24.0,98,98,0.27,2922,4.6,0,1,70.7
2464,Georgia,Rest of Europe,2014,10.9,158.8825,6.49,91,27.3,91,91,0.14,3903,12.6,0,1,72.7
2465,Sri Lanka,Asia,2001,16.0,152.664,1.68,86,21.6,98,98,0.02,1880,10.2,0,1,72.2
2466,Bahrain,Middle East,2006,10.2,75.8375,1.94,98,25.2,98,98,0.05,22069,8.4,0,1,75.5
2467,Ecuador,South America,2001,28.0,156.506,4.19,69,25.4,90,89,0.22,4299,7.0,0,1,73.1
2468,Estonia,European Union,2015,3.1,116.351,16.72,91,26.4,93,93,0.08,17402,12.7,1,0,77.6
2469,Algeria,Africa,2001,38.9,136.2,0.23,81,24.4,89,89,0.01,3163,6.1,0,1,71.1
2470,El Salvador,Central America and Caribbean,2008,21.4,200.807,2.59,98,26.9,98,98,0.25,3364,6.4,0,1,70.8
2471,Turkmenistan,Asia,2011,42.5,197.405,2.88,97,25.9,97,97,0.08,4811,9.9,0,1,66.9
2472,Thailand,Asia,2008,14.9,165.9995,7.54,98,23.6,99,99,0.27,4884,7.3,0,1,73.3
2473,Seychelles,Africa,2007,13.8,159.664,7.25,99,26.0,99,99,3.5,12702,7.9,0,1,73.1
2474,Bhutan,Asia,2014,34.6,212.0515,0.21,99,23.7,98,99,0.13,2613,3.1,0,1,70.0
2475,Cuba,Central America and Caribbean,2010,6.4,94.886,4.28,96,25.2,99,96,0.15,6759,11.0,0,1,78.3
2476,Spain,European Union,2010,3.8,64.95,8.94,97,26.2,97,97,0.09,25703,9.4,1,0,81.6
2477,Mexico,North America,2013,17.3,113.631,3.81,82,27.7,83,83,0.16,9283,8.4,0,1,74.9
2478,"Iran, Islamic Rep.",Middle East,2009,20.4,112.6595,0.027,99,25.7,99,99,0.1,5255,8.8,0,1,73.5
2479,Tunisia,Africa,2000,29.9,111.903,1.2,94,25.1,97,97,0.01,2881,4.9,0,1,73.2
2480,Bulgaria,European Union,2003,15.1,153.633,10.92,96,25.5,96,96,0.02,4519,10.1,1,0,72.1
2481,Estonia,European Union,2006,6.6,184.2685,17.87,95,25.9,95,95,0.08,16155,12.2,1,0,72.7
2482,"Congo, Rep.",Africa,2011,59.7,296.2345,1.9,70,22.9,69,82,1.99,2408,6.2,0,1,60.8
2483,India,Asia,2001,88.1,218.9925,0.98,67,20.7,58,59,0.27,781,4.5,0,1,62.9
2484,Indonesia,Asia,2003,45.5,191.3535,0.05,64,21.9,80,71,0.19,2035,7.2,0,1,66.6
2485,Guinea,Africa,2013,110.7,275.624,0.25,63,22.8,49,63,0.71,750,2.6,0,1,58.4
2486,Afghanistan,Asia,2011,84.0,245.3,0.01,68,22.8,68,68,0.02,512,3.3,0,1,61.6
2487,Ecuador,South America,2008,20.8,138.1625,4.12,93,26.2,94,96,0.17,5281,7.9,0,1,74.7
2488,Jordan,Middle East,2007,21.9,119.304,0.56,98,28.3,98,98,0.13,4679,9.8,0,1,72.9
2489,Portugal,European Union,2006,4.4,94.1855,11.81,97,25.8,97,97,0.18,19501,7.6,1,0,78.4
2490,Guinea-Bissau,Africa,2014,95.7,274.1415,3.07,87,23.3,84,87,1.59,584,2.9,0,1,56.6
2491,Burundi,Africa,2009,97.1,326.7455,4.49,94,21.3,96,94,0.59,308,2.6,0,1,56.5
2492,Sao Tome and Principe,Central America and Caribbean,2004,60.4,211.171,5.92,70,23.9,99,96,0.75,1154,4.4,0,1,64.0
2493,Belgium,European Union,2010,4.4,80.8845,10.27,97,25.9,98,98,0.08,39778,11.1,1,0,80.2
2494,Pakistan,Asia,2004,98.1,182.265,0.014,65,22.9,67,65,0.13,1129,4.3,0,1,63.7
2495,Philippines,Asia,2015,29.6,199.7365,4.52,75,23.1,79,60,0.1,3001,9.3,0,1,70.6
2496,Poland,European Union,2014,5.0,113.623,10.45,96,26.5,94,98,0.08,12059,11.3,1,0,77.6
2497,Georgia,Rest of Europe,2009,15.6,174.0635,6.26,54,26.7,93,88,0.12,2897,12.2,0,1,71.2
2498,Fiji,Oceania,2008,23.8,202.2175,1.96,99,27.0,99,99,0.06,4532,9.4,0,1,66.5
2499,Lithuania,European Union,2014,4.9,167.375,14.9,94,26.4,93,93,0.09,13850,13.0,1,0,74.5
2500,Namibia,Africa,2005,70.6,497.9455,1.97,83,23.4,86,86,8.45,3681,6.0,0,1,50.9
2501,Somalia,Africa,2007,170.1,334.038,0.0003,42,22.6,40,40,0.13,250,2.1,0,1,53.0
2502,Guatemala,Central America and Caribbean,2007,39.4,188.8115,2.36,85,25.7,85,85,0.16,3574,3.9,0,1,70.4
2503,"Congo, Dem. Rep.",Africa,2011,109.9,277.445,4.19,74,21.6,77,74,0.49,418,5.6,0,1,57.4
2504,New Zealand,Oceania,2001,7.2,82.092,8.69,90,26.8,82,90,0.02,31745,11.6,1,0,78.7
2505,Pakistan,Asia,2009,89.1,172.1295,0.035,78,23.3,52,71,0.13,1246,4.5,0,1,65.0
2506,Japan,Asia,2002,4.1,70.123,7.86,83,22.5,89,96,0.17,31416,10.9,1,0,81.6
2507,Vietnam,Asia,2010,22.9,131.235,2.26,88,21.0,94,93,0.17,2016,7.5,0,1,74.8
2508,Ethiopia,Africa,2008,91.6,293.293,0.32,52,20.2,63,54,0.44,391,2.2,0,1,59.6
2509,Turkmenistan,Asia,2001,66.0,233.3245,2.36,96,24.8,94,95,0.08,2363,9.9,0,1,63.8
2510,Senegal,Africa,2007,79.4,229.0005,0.34,94,22.6,93,94,0.36,1132,2.4,0,1,62.1
2511,Bahrain,Middle East,2010,8.5,71.212,1.96,99,25.0,99,99,0.05,20982,8.4,0,1,76.1
2512,Costa Rica,Central America and Caribbean,2002,12.1,97.533,4.16,94,26.0,94,94,0.14,7940,8.0,0,1,77.7
2513,Comoros,Africa,2008,89.5,251.6725,0.12,81,23.6,81,81,0.02,1183,3.7,0,1,61.1
2514,Japan,Asia,2012,3.0,58.395,8.5,83,22.7,99,97,0.17,33518,12.0,1,0,83.1
2515,Zimbabwe,Africa,2002,92.6,719.3605,2.39,73,23.3,73,71,11.04,1559,6.9,0,1,43.5
2516,Austria,European Union,2008,4.5,74.9395,12.03,83,25.3,83,83,0.08,44440,11.5,1,0,80.4
2517,Mali,Africa,2007,145.4,291.4325,0.56,74,22.3,76,74,0.65,697,1.8,0,1,53.6
2518,Romania,European Union,2015,9.2,128.603,9.45,90,26.7,89,89,0.04,8969,10.9,1,0,74.9
2519,El Salvador,Central America and Caribbean,2004,26.6,211.067,2.78,90,26.5,90,90,0.32,3072,5.8,0,1,69.9
2520,Eswatini,Africa,2011,73.4,483.806,6.89,91,26.4,85,91,15.78,3356,5.9,0,1,48.1
2521,Israel,Middle East,2004,5.8,69.781,2.44,99,26.5,95,95,0.08,28151,12.2,1,0,80.1
2522,Ghana,Africa,2001,95.7,300.102,1.85,80,22.7,81,79,1.66,1056,6.2,0,1,57.2
2523,Papua New Guinea,Oceania,2010,57.9,234.9045,0.73,56,25.0,61,67,0.37,2235,4.0,0,1,62.0
2524,St. Lucia,Central America and Caribbean,2005,18.4,159.182,12.87,95,27.8,95,95,0.4,9665,7.5,0,1,74.1
2525,Haiti,Central America and Caribbean,2015,69.9,243.6235,2.78,64,25.2,64,60,0.67,1387,5.2,0,1,62.5
2526,China,Asia,2008,18.5,97.3465,4.27,95,23.0,99,97,0.1,4712,7.0,0,1,73.8
2527,Ecuador,South America,2003,25.4,152.0585,4.04,82,25.7,97,87,0.2,4441,7.1,0,1,73.6
2528,South Africa,Africa,2002,74.3,487.278,7.47,72,26.3,70,70,12.12,5116,8.5,0,1,54.3
2529,Mozambique,Africa,2009,107.3,388.763,0.69,74,22.3,74,74,3.5,463,3.1,0,1,51.7
2530,"Bahamas, The",Central America and Caribbean,2010,15.6,167.804,9.21,98,27.5,97,99,0.49,32248,10.9,0,1,72.1
2531,Kiribati,Oceania,2000,68.1,222.442,0.56,90,28.7,90,90,0.17,1554,6.8,0,1,63.1
2532,North Macedonia,Rest of Europe,2012,10.1,101.497,3.54,98,26.4,97,95,0.08,4408,9.3,0,1,74.9
2533,United Arab Emirates,Middle East,2003,10.3,89.586,1.57,92,27.4,94,94,0.13,57932,8.7,0,1,75.0
2534,Equatorial Guinea,Africa,2002,147.1,331.213,7.12,46,22.8,45,36,3.61,8004,5.4,0,1,53.8
2535,Denmark,European Union,2013,4.1,72.3825,9.44,88,25.3,94,94,0.04,51832,13.2,1,0,80.3
2536,Haiti,Central America and Caribbean,2012,75.6,252.566,2.43,60,24.8,66,67,0.78,1329,4.9,0,1,61.3
2537,Syrian Arab Republic,Middle East,2009,18.8,144.074,0.76,84,27.6,83,80,0.13,1629,6.6,0,1,72.9
2538,Tunisia,Africa,2008,19.4,100.8905,1.28,99,25.7,99,99,0.04,3806,6.3,0,1,74.7
2539,Italy,European Union,2003,4.8,70.0145,9.3,95,25.5,97,96,0.09,32897,8.9,1,0,80.0
2540,Samoa,Oceania,2004,19.4,157.807,3.62,54,30.9,35,55,0.17,3678,9.3,0,1,70.1
2541,Zambia,Africa,2009,83.6,412.802,3.05,94,22.1,93,94,5.93,1134,6.5,0,1,54.1
2542,Vietnam,Asia,2006,24.4,135.3425,1.35,93,20.6,94,94,0.22,1651,6.6,0,1,74.3
2543,Ecuador,South America,2009,19.9,135.975,4.2,91,26.4,91,94,0.16,5225,7.9,0,1,74.9
2544,France,European Union,2008,4.4,86.635,12.53,47,25.0,99,98,0.11,36357,10.7,1,0,81.2
2545,"Egypt, Arab Rep.",Africa,2002,41.5,173.8735,0.14,97,27.9,97,97,0.13,2665,5.1,0,1,69.0
2546,Norway,Rest of Europe,2005,4.1,72.1705,6.37,88,26.0,91,91,0.03,73037,12.4,1,0,80.0
2547,Vietnam,Asia,2004,25.6,136.4285,1.13,94,20.3,96,96,0.25,1462,6.2,0,1,73.9
2548,St. Lucia,Central America and Caribbean,2010,19.7,145.0685,10.33,97,28.7,97,97,0.4,10151,8.4,0,1,74.9
2549,Samoa,Oceania,2000,21.2,176.802,3.0,89,30.5,98,95,0.17,3059,8.8,0,1,68.7
2550,Latvia,European Union,2005,10.5,221.1375,9.92,99,25.9,99,99,0.15,10528,12.1,1,0,71.4
2551,Panama,Central America and Caribbean,2003,24.1,124.5355,4.92,98,25.9,95,98,0.4,7037,8.8,0,1,75.6
2552,Botswana,Africa,2009,55.3,387.5165,5.36,94,24.1,96,96,8.27,5287,8.8,0,1,58.4
2553,Malaysia,Asia,2012,8.0,126.1405,0.55,97,25.3,97,97,0.16,8889,10.1,0,1,74.9
2554,Cabo Verde,Africa,2013,22.5,129.522,3.73,94,24.4,93,93,0.26,3070,5.6,0,1,71.7
2555,Angola,Africa,2008,137.7,288.09,5.19,69,22.6,36,69,1.41,3048,4.6,0,1,53.2
2556,New Zealand,Oceania,2014,5.7,68.0,8.98,93,27.9,93,93,0.03,38002,12.2,1,0,81.4
2557,Netherlands,European Union,2014,4.1,58.8975,8.38,92,25.5,96,96,0.04,44522,12.1,1,0,81.7
2558,Chad,Africa,2010,147.7,382.1715,0.55,39,21.6,43,39,0.64,724,1.9,0,1,50.9
2559,Nigeria,Africa,2000,182.9,406.369,11.47,29,22.3,31,29,1.39,1451,5.2,0,1,46.3
2560,Tajikistan,Asia,2014,38.4,135.904,0.83,97,25.8,94,97,0.11,945,10.6,0,1,69.9
2561,Saudi Arabia,Middle East,2005,16.5,101.6475,0.054,97,27.8,96,96,0.13,18683,7.6,0,1,73.3
2562,Sao Tome and Principe,Central America and Caribbean,2008,42.9,200.4685,4.56,99,24.3,99,99,0.39,1353,4.7,0,1,66.4
2563,Colombia,South America,2009,18.9,149.414,4.24,92,25.6,92,92,0.2,4993,7.3,0,1,75.2
2564,"Yemen, Rep.",Middle East,2003,81.2,248.7515,0.04,38,22.6,61,61,0.02,2447,1.6,0,1,62.4
2565,Mauritania,Africa,2012,90.5,208.0,0.0,80,24.7,80,80,0.17,1454,4.0,0,1,63.1
2566,Jamaica,Central America and Caribbean,2008,18.9,144.357,3.35,92,26.6,91,91,0.63,5240,8.6,0,1,74.1
2567,Burkina Faso,Africa,2002,170.4,322.705,5.48,86,21.1,69,69,0.76,462,1.3,0,1,51.4
2568,Honduras,Central America and Caribbean,2009,24.4,155.5755,2.76,97,25.9,97,97,0.09,2086,5.2,0,1,73.1
2569,Belgium,European Union,2012,4.3,78.0865,10.09,98,26.0,99,99,0.08,39976,11.2,1,0,80.4
2570,"Congo, Rep.",Africa,2010,62.0,308.065,1.75,74,22.8,72,74,2.02,2423,6.1,0,1,60.1
2571,Panama,Central America and Caribbean,2001,25.4,124.62,4.9,98,25.7,95,99,0.4,6861,8.6,0,1,75.2
2572,Malaysia,Asia,2000,10.2,135.1495,0.56,97,23.8,98,98,0.26,6393,8.6,0,1,72.6
2573,Spain,European Union,2000,5.4,83.203,11.61,77,26.1,95,95,0.11,23938,8.4,1,0,79.0
2574,Guinea,Africa,2002,150.9,340.4565,0.21,57,21.9,56,53,1.28,657,1.5,0,1,51.5
2575,Grenada,Central America and Caribbean,2014,16.0,142.566,7.88,97,26.8,81,97,0.4,8601,8.6,0,1,72.5
2576,Niger,Africa,2005,170.2,281.6355,0.096,72,21.2,46,45,0.24,411,1.3,0,1,53.4
2577,Benin,Africa,2011,106.7,253.2105,1.47,75,23.2,77,75,0.46,990,2.8,0,1,59.6
2578,New Zealand,Oceania,2010,6.1,69.92,9.62,90,27.6,93,93,0.04,35394,12.0,1,0,80.7
2579,Jamaica,Central America and Caribbean,2010,18.0,139.9575,2.94,94,26.9,94,94,0.58,4889,8.9,0,1,74.0
2580,Mexico,North America,2003,24.9,125.2595,5.01,98,27.0,98,98,0.15,8587,7.1,0,1,75.1
2581,Cote d'Ivoire,Africa,2015,90.8,396.458,1.54,83,23.7,81,83,0.63,1973,5.0,0,1,56.1
2582,Lao PDR,Asia,2012,61.9,207.3365,6.33,79,22.4,78,79,0.16,1795,5.0,0,1,65.3
2583,Romania,European Union,2000,21.6,180.5335,9.0,98,24.8,99,99,0.05,4549,9.9,1,0,71.2
2584,Denmark,European Union,2011,4.1,78.101,10.45,88,25.3,91,91,0.04,51644,12.7,1,0,79.8
2585,Kiribati,Oceania,2010,64.4,207.2785,0.49,91,29.6,95,91,0.17,1366,7.9,0,1,65.8
2586,Poland,European Union,2012,5.4,124.316,10.21,97,26.3,95,99,0.08,11520,11.7,1,0,76.7
2587,St. Vincent and the Grenadines,Central America and Caribbean,2013,18.0,156.9805,6.96,97,26.9,97,97,0.4,6965,8.6,0,1,71.9
2588,Burundi,Africa,2004,131.9,349.848,6.24,83,20.9,76,83,0.95,303,2.2,0,1,52.5
2589,Angola,Africa,2004,175.1,329.306,2.41,67,22.2,18,40,1.45,2168,4.4,0,1,49.3
2590,Kyrgyz Republic,Asia,2003,43.1,223.222,6.35,99,25.0,98,98,0.06,786,10.0,0,1,68.3
2591,Colombia,South America,2001,24.3,167.909,4.31,80,24.9,83,80,0.23,3966,6.5,0,1,73.2
2592,Benin,Africa,2010,109.0,255.2535,1.35,76,23.1,77,76,0.5,989,2.8,0,1,59.3
2593,Cote d'Ivoire,Africa,2005,125.6,445.889,0.85,76,23.1,87,76,2.33,1565,3.7,0,1,50.1
2594,Myanmar,Asia,2003,82.3,231.354,0.61,74,21.5,86,78,0.5,427,3.4,0,1,61.0
2595,Denmark,European Union,2008,4.4,87.314,10.7,88,25.2,88,88,0.04,53345,12.9,1,0,78.4
2596,Lebanon,Middle East,2011,9.7,65.846,1.3,81,27.2,79,81,0.03,8754,8.0,0,1,78.5
2597,Israel,Middle East,2010,4.6,60.016,2.78,97,26.9,95,95,0.08,32505,12.6,1,0,81.6
2598,Indonesia,Asia,2013,30.0,179.2695,0.09,85,22.8,92,85,0.18,3104,7.8,0,1,70.2
2599,Angola,Africa,2010,120.4,270.221,7.58,77,22.8,56,77,1.33,2994,4.7,0,1,55.4
2600,Tunisia,Africa,2007,20.2,102.159,1.17,98,25.7,98,98,0.04,3691,6.1,0,1,74.6
2601,Algeria,Africa,2000,39.7,140.486,0.25,81,24.3,86,86,0.01,3111,5.9,0,1,70.6
2602,Rwanda,Africa,2010,63.8,246.635,7.13,97,21.7,93,97,1.04,599,3.8,0,1,63.4
2603,Indonesia,Asia,2001,49.8,191.422,0.06,62,21.7,77,76,0.11,1909,6.9,0,1,66.0
2604,Australia,Oceania,2000,6.2,77.0385,10.17,95,26.2,90,90,0.04,45559,11.9,1,0,79.2
2605,Iraq,Middle East,2002,42.6,168.139,0.17,65,27.2,76,77,0.13,3819,5.4,0,1,68.8
2606,Oman,Middle East,2010,11.7,98.615,0.51,99,25.9,99,99,0.05,20640,7.9,0,1,75.7
2607,Paraguay,South America,2000,33.9,169.386,5.64,89,24.9,86,86,0.18,3904,5.9,0,1,70.5
2608,Qatar,Middle East,2006,10.1,62.478,1.13,96,28.1,95,96,0.05,61522,9.2,0,1,78.4
2609,Madagascar,Africa,2014,60.8,223.12,0.87,73,21.2,71,73,0.22,465,6.1,0,1,65.1
2610,Comoros,Africa,2010,84.6,243.253,0.13,74,23.8,82,74,0.02,1208,4.2,0,1,61.9
2611,Belize,Central America and Caribbean,2002,22.2,196.5,4.92,97,27.6,93,89,1.38,4448,10.2,0,1,69.3
2612,Australia,Oceania,2014,4.0,60.8255,9.9,91,27.1,92,92,0.04,56306,12.7,1,0,82.3
2613,Pakistan,Asia,2012,82.8,163.241,0.03,72,23.6,64,72,0.13,1262,4.8,0,1,65.8
2614,Grenada,Central America and Caribbean,2009,14.9,154.56,8.55,99,26.3,99,99,0.4,8133,8.2,0,1,73.0
2615,Kenya,Africa,2000,98.5,480.3625,1.51,77,22.0,80,82,4.78,1146,5.3,0,1,50.9
2616,Montenegro,Rest of Europe,2005,10.5,130.9385,10.3,91,25.7,92,92,0.03,5013,10.5,0,1,74.0
2617,Burkina Faso,Africa,2015,100.9,257.958,7.03,91,22.1,91,91,0.16,653,1.4,0,1,59.9
2618,Cuba,Central America and Caribbean,2003,7.9,106.028,4.39,99,24.8,98,72,0.13,4419,9.8,0,1,77.3
2619,Liberia,Africa,2007,114.0,281.605,4.05,58,23.6,67,65,3.5,609,3.9,0,1,57.4
2620,Ecuador,South America,2015,15.4,123.906,3.69,78,27.1,84,78,0.16,6124,8.4,0,1,76.1
2621,Australia,Oceania,2008,5.2,64.318,10.76,94,26.8,92,92,0.05,53339,12.3,1,0,81.4
2622,Ecuador,South America,2000,29.5,158.027,4.01,36,25.3,83,87,0.23,4209,7.0,0,1,72.8
2623,Norway,Rest of Europe,2012,3.0,59.097,6.21,88,26.5,95,95,0.04,73179,12.6,1,0,81.5
2624,India,Asia,2011,55.0,188.4325,2.95,44,21.4,79,82,0.09,1293,5.4,0,1,67.1
2625,Tanzania,Africa,2000,129.7,449.9005,5.96,92,22.1,64,79,4.43,568,4.2,0,1,50.8
2626,Morocco,Africa,2003,45.9,131.523,0.48,90,24.9,91,91,0.06,1995,3.7,0,1,70.4
2627,Mexico,North America,2011,18.5,116.3525,4.0,98,27.6,97,97,0.16,9076,8.4,0,1,75.0
2628,United Kingdom,Rest of Europe,2007,5.8,78.7825,11.06,88,26.8,92,92,0.08,44576,12.6,1,0,79.4
2629,Colombia,South America,2007,20.2,152.8845,4.54,93,25.4,93,93,0.21,4890,7.2,0,1,74.7
2630,Guyana,South America,2009,38.2,218.0415,5.87,98,25.7,97,98,0.68,4682,8.0,0,1,67.8
2631,Ireland,European Union,2008,4.4,73.6315,12.18,95,27.0,93,93,0.07,48314,12.0,1,0,80.1
2632,Samoa,Oceania,2001,20.6,172.201,3.42,89,30.6,88,85,0.17,3268,8.9,0,1,69.1
2633,Turkmenistan,Asia,2004,55.2,222.887,2.58,96,25.1,98,97,0.08,2492,9.9,0,1,64.7
2634,Jamaica,Central America and Caribbean,2004,20.3,158.488,3.32,98,26.1,97,98,0.83,5121,8.0,0,1,74.1
2635,Mexico,North America,2014,16.8,112.2355,3.94,84,27.8,87,87,0.16,9426,8.4,0,1,74.9
2636,Thailand,Asia,2003,18.9,189.8,6.07,96,23.1,98,98,0.47,4038,6.7,0,1,71.4
2637,Mozambique,Africa,2008,112.9,395.4425,0.74,75,22.2,74,75,3.5,448,3.1,0,1,51.3
2638,"Venezuela, RB",South America,2001,20.9,159.105,8.15,53,26.3,87,70,0.4,4987,6.4,0,1,72.3
2639,Saudi Arabia,Middle East,2011,11.5,92.9715,0.0,98,28.1,98,98,0.13,19813,9.1,0,1,74.1
2640,Latvia,European Union,2000,14.2,225.812,7.13,95,25.6,96,96,0.25,6727,9.5,1,0,70.3
2641,Timor-Leste,Oceania,2015,50.2,149.7365,0.41,76,21.2,75,76,0.1,1333,4.5,0,1,68.5
2642,Myanmar,Asia,2012,58.6,201.0735,1.24,58,22.3,87,84,0.32,1017,4.5,0,1,64.5
2643,Czechia,European Union,2006,4.1,106.5445,13.58,98,26.7,98,98,0.08,15949,12.1,1,0,76.5
2644,Iceland,Rest of Europe,2002,3.7,68.5245,6.53,88,25.6,95,95,0.03,43143,9.7,1,0,80.5
2645,Australia,Oceania,2007,5.4,66.424,10.56,94,26.8,92,92,0.05,52539,12.0,1,0,81.3
2646,Chad,Africa,2001,180.5,410.016,0.34,27,21.0,26,26,1.27,403,1.4,0,1,47.8
2647,Tunisia,Africa,2012,17.7,95.818,1.35,97,26.0,97,97,0.04,3959,6.8,0,1,75.4
2648,Suriname,South America,2009,23.7,182.2965,4.93,87,26.1,85,87,0.66,8600,7.7,0,1,70.2
2649,Nicaragua,Central America and Caribbean,2002,34.6,190.565,3.46,85,26.0,85,85,0.14,1456,5.2,0,1,70.3
2650,Fiji,Oceania,2015,24.4,185.858,2.63,99,27.6,99,99,0.12,5391,10.8,0,1,67.1
2651,Moldova,Rest of Europe,2003,23.3,234.529,6.27,99,26.1,98,98,0.32,1644,9.8,0,1,67.5
2652,Italy,European Union,2010,4.0,56.6155,6.95,96,25.7,96,96,0.08,32058,9.7,1,0,82.0
2653,Germany,European Union,2013,4.0,73.2135,11.08,88,26.5,93,95,0.03,40135,14.0,1,0,80.5
2654,Bahrain,Middle East,2014,7.7,67.602,1.57,98,24.9,98,98,0.05,22677,9.1,0,1,76.6
2655,Seychelles,Africa,2000,13.8,181.553,8.33,98,25.4,98,98,3.5,11178,7.4,0,1,72.8
2656,Uruguay,South America,2003,15.7,119.9385,5.4,91,26.1,91,91,0.17,9008,8.0,0,1,75.4
2657,Greece,European Union,2000,6.4,82.159,8.6,89,26.7,89,89,0.03,18643,8.6,1,0,77.9
2658,Bosnia and Herzegovina,Rest of Europe,2014,6.4,97.4955,4.69,89,25.6,86,86,0.08,4518,9.2,0,1,76.7
2659,Canada,North America,2000,6.2,80.9805,7.6,14,26.3,88,89,0.1,34122,11.0,1,0,79.1
2660,Nepal,Asia,2009,48.3,181.972,0.22,89,21.7,93,89,0.17,700,3.2,0,1,67.2
2661,Mali,Africa,2015,108.3,267.5905,0.62,64,22.9,67,64,0.39,751,2.3,0,1,57.5
2662,Vanuatu,Oceania,2002,28.1,172.45,0.9,66,25.5,67,70,0.17,2478,6.5,0,1,67.8
2663,Djibouti,Africa,2014,68.0,253.97,0.32,78,24.0,78,78,0.25,2509,4.1,0,1,63.2
2664,North Macedonia,Rest of Europe,2006,13.0,114.3515,3.79,89,26.0,92,93,0.08,3780,8.4,0,1,73.9
2665,Rwanda,Africa,2003,133.5,395.725,8.65,96,21.2,96,96,2.5,401,2.6,0,1,52.2
2666,Timor-Leste,Oceania,2004,86.0,219.4205,0.39,75,20.2,57,57,0.05,913,3.1,0,1,62.9
2667,North Macedonia,Rest of Europe,2004,14.3,117.1545,4.98,79,25.9,95,94,0.08,3446,7.8,0,1,73.6
2668,"Iran, Islamic Rep.",Middle East,2006,24.7,132.7085,0.017,98,25.5,99,98,0.15,4959,9.1,0,1,72.3
2669,"Congo, Dem. Rep.",Africa,2014,99.2,264.131,4.52,80,21.9,79,80,0.37,481,6.2,0,1,58.8
2670,Uzbekistan,Asia,2012,24.4,147.7405,1.95,99,26.3,99,99,0.14,2355,11.1,0,1,70.2
2671,Zambia,Africa,2007,93.2,472.6675,3.17,80,22.0,77,80,6.89,1018,6.4,0,1,51.1
2672,Senegal,Africa,2004,99.1,242.16,0.36,89,22.4,87,87,0.55,1115,2.4,0,1,59.9
2673,Finland,European Union,2003,4.0,96.4225,9.31,88,25.8,96,98,0.08,40044,9.6,1,0,78.4
2674,Gabon,Africa,2000,82.9,315.436,8.89,70,23.7,44,45,3.95,7888,6.2,0,1,58.3
2675,Burundi,Africa,2003,138.1,353.027,6.37,87,20.8,75,82,1.09,298,2.1,0,1,51.7
2676,Singapore,Asia,2012,2.8,55.2565,1.94,97,23.6,97,97,0.1,51680,11.3,0,1,82.0
2677,Mali,Africa,2006,150.8,296.9175,0.55,90,22.2,79,78,0.72,697,1.7,0,1,52.8
2678,Lesotho,Africa,2003,112.7,629.815,1.97,79,24.2,90,90,16.46,785,5.1,0,1,43.8
2679,Samoa,Oceania,2015,18.6,111.949,2.1,59,32.1,78,66,0.17,4074,10.3,0,1,72.7
2680,"Micronesia, Fed. Sts.",Oceania,2007,34.5,173.9905,1.63,90,29.1,79,79,0.17,3013,6.5,0,1,65.9
2681,Morocco,Africa,2012,27.8,74.6045,0.46,99,25.6,99,99,0.04,2673,4.6,0,1,75.0
2682,Qatar,Middle East,2008,9.6,60.537,1.15,97,28.3,98,97,0.05,60799,9.7,0,1,78.8
2683,Poland,European Union,2006,7.3,142.4465,9.74,98,25.8,99,99,0.08,9101,11.7,1,0,75.1
2684,Cuba,Central America and Caribbean,2000,8.8,111.3225,3.93,98,24.5,98,95,0.12,4106,9.6,0,1,76.7
2685,"Venezuela, RB",South America,2006,17.9,152.597,8.37,71,26.5,73,71,0.4,6833,7.6,0,1,72.9
2686,Trinidad and Tobago,Central America and Caribbean,2012,21.2,172.479,5.89,92,27.2,91,92,0.4,18151,10.8,0,1,72.4
